Transcription	stressInfoA	stressInfoB	Orthography	Frequency	PoSs
θ.aɪ.ɹ.ɔɪ.d	'`	S2	thyroid	42	(AJ N)
ð.aɪ.s.ɛ.l.f	_'	S2	thyself	0	(PN)
t.i.æ.ɹ.ə	_'_	S3	tiara	0	(N)
t.ɪ.b.i.ə	'__	S3	tibia	0	(N)
t.ɪ.k	'	S1	tic	0	(N)
t.ɪ.k	'	S1	tick	3	(VI VT N)
t.ɪ.k.ɪ.t	'_	S2	ticket	17	(N VT)
t.ɪ.k.ɪ.ŋ	'_	S2	ticking	1	(N)
t.ɪ.k.l̩	'_	S2	tickle	0	(VI VT N)
t.aɪ.d.l̩	'_	S2	tidal	1	(AJ)
t.ɪ.d.b.ɪ.t	'`	S2	tidbit	1	(N)
t.aɪ.d	'	S1	tide	11	(N VT VI)
t.aɪ.d.ɪ.ŋ.z	'_	S2	tidings	3	(N)
t.aɪ.d.i	'_	S2	tidy	1	(AJ VT N)
t.aɪ	'	S1	tie	24	(N VT VI)
t.ɪ.ɹ	'	S1	tier	0	(N VT)
t.ɪ.f	'	S1	tiff	0	(N VI)
t.ɪ.f.ə.n	'_	S2	tiffin	0	(N VI)
t.aɪ.g.ɚ	'_	S2	tiger	7	(N)
t.aɪ.g.ɚ.ɪ.ʃ	'__	S3	tigerish	0	(AJ)
t.aɪ.t	'	S1	tight	29	(AJ AV)
t.aɪ.t.f.ɪ.s.t.ɪ.d	'`_	S3	tightfisted	0	(AJ)
t.aɪ.t.s	'	S1	tights	0	(N)
t.aɪ.t.w.ɑ.d	'`	S2	tightwad	0	(N)
t.aɪ.l	'	S1	tile	17	(N VT)
t.ɪ.l	'	S1	till	49	(PP CJ VT N)
t.ɪ.l.ɪ.dʒ	'_	S2	tillage	0	(N)
t.ɪ.l.ɚ	'_	S2	tiller	1	(N VI)
t.ɪ.l.t	'	S1	tilt	6	(VI N VT)
t.ɪ.l.θ	'	S1	tilth	1	(N)
t.ɪ.m.b.ɚ	'_	S2	timber	19	(N VT)
t.ɪ.m.b.ɚ.l.aɪ.n	'_`	S3	timberline	0	(N)
t.æ.m.b.ɚ	'_	S2	timbre	2	(N)
t.ɪ.m.b.ɹ.l̩	'_	S2	timbrel	0	(N)
t.aɪ.m	'	S1	time	1689	(N VT VI AJ)
t.aɪ.m.p.i.s	'`	S2	timepiece	1	(N)
t.aɪ.m.z	'	S1	times	301	(PP)
t.aɪ.m.t.eɪ.b.l̩	'`_	S3	timetable	4	(N)
t.ɪ.m.ə.d	'_	S2	timid	5	(AJ)
t.ə.m.ɪ.d.ɪ.t.i	_'__	S4	timidity	1	(N)
t.ɪ.m.ə.d.l.i	'__	S3	timidly	1	(AV)
t.ɪ.m.ɚ.ə.s	'__	S3	timorous	0	(AJ)
t.ɪ.m.ə.θ.i	'__	S3	timothy	11	(N)
t.ɪ.m.p.ə.n.i	'__	S3	timpani	0	(N)
t.ɪ.n	'	S1	tin	12	(N VT)
t.ɪ.ŋ.k.t	'	S1	tinct	0	(AJ N)
t.ɪ.ŋ.k.tʃ.ɚ	'_	S2	tincture	1	(N VT)
t.ɪ.n.d.ɚ	'_	S2	tinder	1	(N)
t.aɪ.n	'	S1	tine	0	(N VT VI)
t.ɪ.n.f.ɔɪ.l	'`	S2	tinfoil	0	(N)
t.ɪ.n.dʒ	'	S1	tinge	0	(VT N)
t.ɪ.ŋ.g.l̩	'_	S2	tingle	0	(VI)
t.ɪ.ŋ.k.ɚ	'_	S2	tinker	0	(N VI VT)
t.ɪ.ŋ.k.l̩	'_	S2	tinkle	0	(VI VT N)
t.ɪ.n.i	'_	S2	tinny	0	(AJ)
t.ɪ.n.p.l.eɪ.t	'`	S2	tinplate	0	(N)
t.ɪ.n.s.l̩	'_	S2	tinsel	2	(N AJ VT)
t.ɪ.n.s.m.ɪ.θ	'`	S2	tinsmith	0	(N)
t.ɪ.n.t	'	S1	tint	1	(N VT)
t.ɪ.n.t.ə.n.æ.b.j.ʊ.l.eɪ.ʃ.ɪ.n	`_`_'_	S6	tintinnabulation	0	(N)
t.ɪ.n.t.aɪ.p	'`	S2	tintype	1	(N)
t.aɪ.n.i	'_	S2	tiny	50	(AJ)
t.ɪ.p	'	S1	tip	23	(VI N VT)
t.ɪ.p.ə.t	'_	S2	tippet	0	(N)
t.ɪ.p.l̩	'_	S2	tipple	1	(VT VI N)
t.ɪ.p.s.t.ɚ	'_	S2	tipster	0	(N)
t.ɪ.p.s.i	'_	S2	tipsy	2	(AJ)
t.ɪ.p.t.oʊ	'`	S2	tiptoe	0	(N AV AJ VI)
t.aɪ.ɹ.eɪ.d	_'	S2	tirade	0	(N)
t.aɪ.ɹ	'	S1	tire	22	(VI VT N)
t.aɪ.ɹ.d	'	S1	tired	48	(AJ)
t.aɪ.ɹ.l.ə.s	'_	S2	tireless	4	(AJ)
t.ɪ.ʃ.u	'`	S2	tissue	42	(N)
t.ɪ.t	'	S1	tit	0	(N)
t.aɪ.t.ṇ	'_	S2	titan	7	(N AJ)
t.aɪ.t.æ.n.ɪ.k	_'_	S3	titanic	3	(AJ)
t.aɪ.t.eɪ.n.i.ə.m	_'__	S4	titanium	2	(N)
t.ɪ.t.b.ɪ.t	'`	S2	titbit	0	(null)
t.aɪ.ð	'	S1	tithe	0	(VT VI N)
t.ɪ.t.ə.l.eɪ.t	'_`	S3	titillate	0	(VT)
t.ɪ.t.ə.l.eɪ.ʃ.ɪ.n	`_'_	S4	titillation	0	(N)
t.aɪ.t.l̩	'_	S2	title	78	(N VT)
t.aɪ.t.l̩.d	'_	S2	titled	12	(AJ)
t.ɪ.t.m.aʊ.s	'`	S2	titmouse	0	(N)
t.ɪ.t.ɚ	'_	S2	titter	1	(VI)
t.ɪ.t.ə.v.eɪ.t	'_`	S3	tittivate	0	(VT VI)
t.ɪ.t.l̩	'_	S2	tittle	0	(N)
t.ɪ.tʃ.ʊ.l.ɚ	'__	S3	titular	1	(AJ N)
t.u	_	S1	to	26243	(PP AV)
t.oʊ.d	'	S1	toad	4	(N)
t.oʊ.d.i	'_	S2	toady	0	(N VI)
t.oʊ.s.t	'	S1	toast	19	(VI N VT)
t.oʊ.s.t.m.æ.s.t.ɚ	'`_	S3	toastmaster	0	(N)
t.ə.b.æ.k.oʊ	_'`	S3	tobacco	20	(N)
t.ə.b.ɑ.g.ɪ.n	_'_	S3	toboggan	0	(N VI)
t.ɑ.k.s.ɪ.n	'_	S2	tocsin	0	(N)
t.ɪ.d.eɪ	_'	S2	today	284	(AV N)
t.ɑ.d.l̩	'_	S2	toddle	0	(VI)
t.ɑ.d.i	'_	S2	toddy	0	(N)
t.oʊ	'	S1	toe	11	(N VT VI)
t.oʊ.n.eɪ.l	'`	S2	toenail	0	(N VT)
t.ɑ.f.i	'_	S2	toffy	0	(N)
t.ɑ.g	'	S1	tog	0	(VT)
t.oʊ.g.ə	'_	S2	toga	0	(N)
t.ɪ.g.ɛ.ð.ɚ	_'_	S3	together	270	(AV)
t.ɑ.g.ə.ɹ.i	'__	S3	toggery	0	(N)
t.ɑ.g.z	'	S1	togs	1	(N)
t.ɔɪ.l	'	S1	toil	1	(VI VT N)
t.ɔɪ.l.ɪ.t	'_	S2	toilet	13	(N)
t.ɔɪ.l.ɪ.t.ɹ.i	'__	S3	toiletry	0	(N)
t.w.ɑ.l.ɛ.t	_'	S2	toilette	0	(N)
t.ɔɪ.l.w.oʊ.ɹ.n	'`	S2	toilworn	0	(AJ)
t.oʊ.k.ɪ.n	'_	S2	token	10	(N AJ)
t.oʊ.l.d	'	S1	told	413	(null)
t.ɑ.l.ɚ.ə.b.l̩	'___	S4	tolerable	3	(AJ)
t.ɑ.l.ɚ.ə.n.s	'__	S3	tolerance	9	(N)
t.ɑ.l.ɚ.eɪ.t	'_`	S3	tolerate	4	(VT)
t.ɑ.l.ɚ.eɪ.ʃ.ɪ.n	`_'_	S4	toleration	1	(N)
t.oʊ.l	'	S1	toll	25	(VT VI N)
t.ɑ.m.ə.h.ɔ.k	'_`	S3	tomahawk	0	(N VT)
t.ə.m.eɪ.t.oʊ	_'`	S3	tomato	5	(N)
t.u.m	'	S1	tomb	12	(N VT)
t.ɑ.m.b.ɔɪ	'`	S2	tomboy	0	(N)
t.u.m.s.t.oʊ.n	'`	S2	tombstone	2	(N)
t.ɑ.m.k.æ.t	'`	S2	tomcat	0	(N)
t.oʊ.m	'	S1	tome	0	(N)
t.ɑ.m.f.u.l.ɚ.i	_'__	S4	tomfoolery	0	(N)
t.ə.m.ɑ.ɹ.oʊ	_'`	S3	tomorrow	63	(AV N)
t.ɑ.m.t.ɪ.t	'`	S2	tomtit	0	(N)
t.ʌ.n	'	S1	ton	18	(N)
t.oʊ.n.l̩	'_	S2	tonal	9	(AJ)
t.oʊ.n.æ.l.ɪ.t.i	_'__	S4	tonality	0	(N)
t.oʊ.n	'	S1	tone	78	(N VT VI)
t.ɔ.ŋ	'	S1	tong	0	(VT N)
t.ɑ.ŋ.z	'	S1	tongs	1	(N)
t.ʌ.ŋ	'	S1	tongue	40	(N VT VI)
t.ɑ.n.ɪ.k	'_	S2	tonic	1	(AJ N)
t.ɪ.n.aɪ.t	_'	S2	tonight	38	(AV N)
t.ʌ.n.ɪ.dʒ	'_	S2	tonnage	0	(N)
t.ə.n.oʊ	_'	S2	tonneau	0	(N)
t.ɑ.n.s.l̩	'_	S2	tonsil	2	(N)
t.ɑ.n.s.ə.l.ɛ.k.t.ə.m.i	`_'__	S5	tonsillectomy	0	(N)
t.ɑ.n.s.oʊ.ɹ.i.l̩	_'__	S4	tonsorial	0	(AJ)
t.ɑ.n.tʃ.ɚ	'_	S2	tonsure	0	(N VT)
t.u	'	S1	too	842	(AV)
t.ʊ.k	'	S1	took	426	(null)
t.u.l	'	S1	tool	43	(N VT VI)
t.u.t	'	S1	toot	6	(VI VT N)
t.u.θ	'	S1	tooth	25	(N VT)
t.u.θ.eɪ.k	'`	S2	toothache	0	(N)
t.u.θ.t	'	S1	toothed	0	(AJ)
t.u.θ.l.ə.s	'_	S2	toothless	0	(AJ)
t.ɑ.p	'	S1	top	223	(VT VI AJ N)
t.oʊ.p.æ.z	'`	S2	topaz	0	(N)
t.ɑ.p.k.oʊ.t	'`	S2	topcoat	2	(N)
t.oʊ.p	'	S1	tope	0	(VI N)
t.oʊ.p.ɚ	'_	S2	toper	0	(N)
t.ɑ.p.ɪ.k	'_	S2	topic	9	(N)
t.ɑ.p.n.ɑ.t	'`	S2	topknot	0	(N)
t.ɑ.p.ə.g.ɹ.æ.f.ɪ.k	`_'_	S4	topographic	1	(AJ)
t.ə.p.ɑ.g.ɹ.ə.f.i	_'__	S4	topography	6	(N)
t.ɑ.p.ɪ.ŋ	'_	S2	topping	2	(N AJ)
t.ɑ.p.l̩	'_	S2	topple	1	(VI VT)
t.ɑ.p.s	'	S1	tops	10	(AJ)
t.ɑ.p.s.eɪ.l	'`	S2	topsail	0	(N)
t.oʊ.k	'	S1	toque	0	(N)
t.ɔ.ɹ	'	S1	tor	0	(N)
t.ɔ.ɹ.tʃ	'	S1	torch	2	(N)
t.oʊ.ɹ	'	S1	tore	15	(null)
t.ɔ.ɹ.i.ə.d.ɔ.ɹ	'__`	S4	toreador	0	(N)
t.ɔ.ɹ.m.ɛ.n.t	'`	S2	torment	4	(N VT)
t.oʊ.ɹ.n	'	S1	torn	25	(null)
t.ɔ.ɹ.n.eɪ.d.oʊ	_'`	S3	tornado	1	(N)
t.oʊ.ɹ.oʊ.θ	_'	S2	toroth	0	(UNK)
t.ɔ.ɹ.p.i.d.oʊ	_'`	S3	torpedo	1	(N VT)
t.ɔ.ɹ.p.ɪ.d	'_	S2	torpid	1	(AJ)
t.ɔ.ɹ.p.ɪ.d.ɪ.t.i	_'__	S4	torpidity	0	(N)
t.ɔ.ɹ.p.ɚ	'_	S2	torpor	2	(N)
t.ɔ.ɹ.k	'	S1	torque	5	(N)
t.ɔ.ɹ.ə.n.t	'_	S2	torrent	4	(N AJ)
t.ɔ.ɹ.ɛ.n.tʃ.l̩	_'_	S3	torrential	0	(AJ)
t.ɔ.ɹ.ɪ.d	'_	S2	torrid	1	(AJ)
t.ɔ.ɹ.ʃ.ɪ.n	'_	S2	torsion	1	(N)
t.ɔ.ɹ.s.oʊ	'`	S2	torso	8	(N)
t.ɔ.ɹ.t	'	S1	tort	0	(N)
t.ɔ.ɹ.t.i.j.ə	_'_	S3	tortilla	0	(N)
t.ɔ.ɹ.t.ɪ.s	'_	S2	tortoise	3	(N)
t.ɔ.ɹ.tʃ.u.ə.s	'__	S3	tortuous	3	(AJ)
t.ɔ.ɹ.tʃ.ɚ	'_	S2	torture	3	(N VT)
t.ɔ.s	'	S1	toss	9	(VT VI N)
t.ɑ.t	'	S1	tot	0	(N VT VI)
t.oʊ.t.l̩	'_	S2	total	213	(AJ N AV VT)
t.oʊ.t.l̩.ə.z.eɪ.t.ɚ	'__`_	S5	totalisator	0	(N)
t.oʊ.t.æ.l.ɪ.t.ɛ.ɹ.i.ə.n	``_'__	S6	totalitarian	6	(AJ)
t.oʊ.t.æ.l.ɪ.t.i	_'__	S4	totality	2	(N)
t.oʊ.t	'	S1	tote	1	(VT VB N)
t.oʊ.t.ṃ	'_	S2	totem	0	(N)
t.ʌ.tʃ	'	S1	touch	87	(VT VI N)
t.ʌ.tʃ.d.aʊ.n	'`	S2	touchdown	6	(VT VI)
t.ʌ.tʃ.s.t.oʊ.n	'`	S2	touchstone	1	(N)
t.ʌ.tʃ.i	'_	S2	touchy	1	(AJ)
t.ʌ.f	'	S1	tough	38	(AJ N)
t.u.p.eɪ	_'	S2	toupee	0	(N)
t.ʊ.ɹ	'	S1	tour	43	(N VI VT)
t.ʊ.ɹ.ɪ.s.t	'_	S2	tourist	16	(N)
t.ʊ.ɹ.m.l̩.ə.n	'__	S3	tourmaline	0	(N)
t.ʊ.ɹ.n.ə.m.ə.n.t	'__	S3	tournament	20	(N)
t.ʊ.ɹ.n.ɪ.k.ɪ.t	'__	S3	tourniquet	0	(N)
t.aʊ.z.l̩	'_	S2	tousle	0	(VT N)
t.aʊ.t	'	S1	tout	1	(VI N VT)
t.oʊ	'	S1	tow	1	(VT N)
t.oʊ.ɚ.d.z	'_	S2	towards	64	(AJ PREP)
t.aʊ.l̩	'_	S2	towel	6	(N VT VI)
t.aʊ.ɚ	'_	S2	tower	12	(N VI)
t.oʊ.h.ɛ.d	'`	S2	towhead	0	(N)
t.aʊ.n	'	S1	town	226	(N)
t.aʊ.n.z.f.oʊ.k	'`	S2	townsfolk	0	(N)
t.aʊ.n.ʃ.ɪ.p	'`	S2	township	7	(N)
t.aʊ.n.z.m.ə.n	'_	S2	townsman	1	(N)
t.oʊ.p.æ.θ	'`	S2	towpath	0	(N)
t.ɑ.k.s.i.m.i.ə	_'__	S4	toxemia	0	(N)
t.ɑ.k.s.ɪ.k	'_	S2	toxic	3	(AJ)
t.ɑ.k.s.ɪ.k.ə.l.ɑ.dʒ.ɪ.k	`__'_	S5	toxicologic	0	(AJ)
t.ɑ.k.s.ɪ.k.ɑ.l.ə.dʒ.ɪ.s.t	`_'__	S5	toxicologist	0	(N)
t.ɑ.k.s.ɪ.k.ɑ.l.ə.dʒ.i	`_'__	S5	toxicology	0	(N)
t.ɑ.k.s.ɪ.n	'_	S2	toxin	1	(N)
t.ɔɪ	'	S1	toy	4	(N VI)
t.ɹ.eɪ.s	'	S1	trace	23	(VT VI N)
t.ɹ.eɪ.s.ə.ɹ.i	'__	S3	tracery	0	(N)
t.ɹ.eɪ.k.i.ə	'__	S3	trachea	2	(N)
t.ɹ.æ.k	'	S1	track	39	(N VT VI)
t.ɹ.æ.k.t	'	S1	tract	17	(N)
t.ɹ.æ.k.t.ə.b.l̩	'__	S3	tractable	0	(AJ)
t.ɹ.æ.k.t.eɪ.t	'`	S2	tractate	0	(N)
t.ɹ.æ.k.ʃ.ɪ.n	'_	S2	traction	0	(N)
t.ɹ.æ.k.t.ɪ.v	'_	S2	tractive	0	(AJ)
t.ɹ.æ.k.t.ɚ	'_	S2	tractor	25	(N)
t.ɹ.eɪ.d	'	S1	trade	145	(N VT VI AJ)
t.ɹ.eɪ.d.ɚ	'_	S2	trader	8	(N)
t.ɹ.eɪ.d.z.m.ə.n	'_	S2	tradesman	0	(N)
t.ɹ.ə.d.ɪ.ʃ.ɪ.n	_'_	S3	tradition	95	(N)
t.ɹ.ə.d.u.s	_'	S2	traduce	0	(VT)
t.ɹ.æ.f.ɪ.k	'_	S2	traffic	68	(N VI)
t.ɹ.ə.dʒ.i.d.i.ə.n	_'__	S4	tragedian	0	(N)
t.ɹ.ə.dʒ.i.d.i.ɛ.n	_`_'	S4	tragedienne	0	(N)
t.ɹ.æ.dʒ.ɪ.d.i	'__	S3	tragedy	49	(N)
t.ɹ.æ.dʒ.ɪ.k	'_	S2	tragic	33	(AJ)
t.ɹ.eɪ.l	'	S1	trail	33	(VI VT N)
t.ɹ.eɪ.n	'	S1	train	81	(N VT VI)
t.ɹ.eɪ.t	'	S1	trait	3	(N)
t.ɹ.eɪ.t.ɚ	'_	S2	traitor	2	(N)
t.ɹ.eɪ.t.ɚ.ɪ.s	'__	S3	traitress	0	(N)
t.ɹ.ə.dʒ.ɛ.k.t.ɚ.i	_'__	S4	trajectory	2	(N)
t.ɹ.æ.m	'	S1	tram	0	(N VT)
t.ɹ.æ.m.l̩	'_	S2	trammel	1	(N VT)
t.ɹ.æ.m.p	'	S1	tramp	1	(VI VT N)
t.ɹ.æ.m.p.l̩	'_	S2	trample	3	(VI VT)
t.ɹ.æ.n.s	'	S1	trance	4	(VT N)
t.ɹ.æ.ŋ.k.w.l̩	'_	S2	tranquil	2	(AJ)
t.ɹ.æ.n.k.w.ɪ.l.ɪ.t.i	_'__	S4	tranquility	4	(N)
t.ɹ.æ.ŋ.k.w.ə.l.aɪ.z	'_`	S3	tranquillize	0	(VT)
t.ɹ.æ.ŋ.k.w.l̩.i	'__	S3	tranquilly	0	(AV)
t.ɹ.æ.n.s.æ.k.t	_'	S2	transact	3	(VI VT)
t.ɹ.æ.n.s.ɪ.t.l.æ.n.t.ɪ.k	`_'_	S4	transatlantic	1	(AJ)
t.ɹ.æ.n.s.ɛ.n.d	_'	S2	transcend	1	(VT VI)
t.ɹ.æ.n.s.ɛ.n.d.ɪ.n.t	_'_	S3	transcendent	2	(AJ)
t.ɹ.æ.n.s.ɛ.n.d.ɛ.n.t.l̩	``'_	S4	transcendental	3	(AJ)
t.ɹ.æ.n.s.k.ɑ.n.t.ṇ.ɛ.n.t.l̩	``_'_	S5	transcontinental	0	(AJ)
t.ɹ.æ.n.s.k.ɹ.aɪ.b	_'	S2	transcribe	1	(VT)
t.ɹ.æ.n.s.k.ɹ.ɪ.p.t	'`	S2	transcript	4	(N)
t.ɹ.æ.n.s.k.ɹ.ɪ.p.ʃ.ɪ.n	_'_	S3	transcription	2	(N)
t.ɹ.æ.n.s.ɛ.p.t	'`	S2	transept	0	(N)
t.ɹ.æ.n.s.f.ɚ	'_	S2	transfer	39	(VT VI N)
t.ɹ.æ.n.s.f.ɚ.ə.n.s	_'_	S3	transference	2	(N)
t.ɹ.æ.n.s.f.ɪ.g.j.ɚ.eɪ.ʃ.ɪ.n	``_'_	S5	transfiguration	0	(N)
t.ɹ.æ.n.s.f.ɪ.g.j.ɚ	_'_	S3	transfigure	0	(VT)
t.ɹ.æ.n.s.f.ɪ.k.s	_'	S2	transfix	0	(VT)
t.ɹ.æ.n.s.f.ɔ.ɹ.m	_'	S2	transform	7	(VT VI N)
t.ɹ.æ.n.s.f.ɚ.m.eɪ.ʃ.ɪ.n	`_'_	S4	transformation	20	(N)
t.ɹ.æ.n.s.f.ɔ.ɹ.m.ɚ	_'_	S3	transformer	1	(N)
t.ɹ.æ.n.s.f.j.u.z	_'	S2	transfuse	0	(VT)
t.ɹ.æ.n.s.g.ɹ.ɛ.s	_'	S2	transgress	0	(VT VI)
t.ɹ.æ.n.s.i.ɪ.n.t	'__	S3	transient	3	(AJ N)
t.ɹ.æ.n.z.ɪ.s.t.ɚ	_'_	S3	transistor	1	(N)
t.ɹ.æ.n.s.ɪ.t	'_	S2	transit	17	(N VI VT)
t.ɹ.æ.n.z.ɪ.ʃ.ɪ.n	_'_	S3	transition	32	(N)
t.ɹ.æ.n.s.ɪ.t.ɪ.v	'__	S3	transitive	0	(AJ)
t.ɹ.æ.n.s.ɪ.t.oʊ.ɹ.i	'_`_	S4	transitory	0	(AJ)
t.ɹ.æ.n.s.l.eɪ.t.ə.b.l̩	_'__	S4	translatable	0	(AJ)
t.ɹ.æ.n.s.l.eɪ.t	'_	S2	translate	15	(VT VI)
t.ɹ.æ.n.s.m.aɪ.g.ɹ.eɪ.ʃ.ɪ.n	``'_	S4	transmigration	0	(N)
t.ɹ.æ.n.s.m.aɪ.g.ɹ.ə.t.oʊ.ɹ.i	_'_`_	S5	transmigratory	0	(AJ)
t.ɹ.æ.n.s.m.j.ʊ.t.eɪ.ʃ.ɪ.n	`_'_	S4	transmutation	3	(N)
t.ɹ.æ.n.s.oʊ.ʃ.i.æ.n.ɪ.k	``_'_	S5	transoceanic	1	(AJ)
t.ɹ.æ.n.s.ə.m	'_	S2	transom	17	(N)
t.ɹ.æ.n.s.ɑ.n.ɪ.k	_'_	S3	transonic	0	(AJ)
t.ɹ.æ.n.s.p.ə.s.ɪ.f.ɪ.k	`_'_	S4	transpacific	0	(AJ)
t.ɹ.æ.n.s.p.æ.ɹ.ə.n.t	_'_	S3	transparent	14	(AJ)
t.ɹ.æ.n.s.p.ə.ɹ.eɪ.ʃ.ɪ.n	`_'_	S4	transpiration	4	(N)
t.ɹ.æ.n.s.p.aɪ.ɹ	_'	S2	transpire	0	(VT VI)
t.ɹ.æ.n.s.p.l.æ.n.t	_'	S2	transplant	2	(VT VI N)
t.ɹ.æ.n.s.p.l.æ.n.t.eɪ.ʃ.ɪ.n	``'_	S4	transplantation	0	(N)
t.ɹ.æ.n.s.p.oʊ.ɹ.t	_'	S2	transport	18	(VT N)
t.ɹ.æ.n.s.p.ɚ.t.eɪ.ʃ.ɪ.n	`_'_	S4	transportation	43	(N)
t.ɹ.æ.n.s.p.oʊ.ɹ.t.ɚ	_'_	S3	transporter	0	(N)
t.ɹ.æ.n.s.p.oʊ.z	_'	S2	transpose	0	(VT)
t.ɹ.æ.n.s.p.ə.z.ɪ.ʃ.ɪ.n	`_'_	S4	transposition	1	(N)
t.ɹ.æ.n.ʃ.ɪ.p	_'	S2	transship	0	(VB)
t.ɹ.æ.n.s.ə.b.s.t.æ.n.tʃ.i.eɪ.ʃ.ɪ.n	`_`_'_	S6	transubstantiation	0	(N)
t.ɹ.æ.n.s.v.ɚ.s	_'	S2	transverse	4	(AJ N)
t.ɹ.æ.p	'	S1	trap	22	(VI VT N)
t.ɹ.æ.p.d.oʊ.ɹ	'`	S2	trapdoor	1	(N)
t.ɹ.æ.p.i.z	_'	S2	trapeze	0	(N)
t.ɹ.æ.p.ə.z.ɔɪ.d	'_`	S3	trapezoid	1	(N)
t.ɹ.æ.p.ə.z.ɔɪ.d.l̩	`_'_	S4	trapezoidal	0	(AJ)
t.ɹ.æ.p.ɪ.ŋ.z	'_	S2	trappings	3	(N)
t.ɹ.æ.p.s	'	S1	traps	8	(N)
t.ɹ.æ.p.ʃ.u.t.ɪ.ŋ	'`_	S3	trapshooting	0	(N)
t.ɹ.æ.ʃ	'	S1	trash	3	(N)
t.ɹ.ɔ.m.ə	'_	S2	trauma	1	(N)
t.ɹ.ə.m.æ.t.ɪ.k	_'_	S3	traumatic	1	(AJ)
t.ɹ.ə.v.eɪ.l	_'	S2	travail	0	(N VI)
t.ɹ.æ.v.l̩	'_	S2	travel	62	(VI VT N)
t.ɹ.ə.v.ɚ.s	_'	S2	traverse	5	(N VT VI AJ)
t.ɹ.æ.v.ɚ.t.i.n	'_`	S3	travertine	0	(N)
t.ɹ.æ.v.ə.s.t.i	'__	S3	travesty	1	(N VT)
t.ɹ.ɔ.l	'	S1	trawl	0	(VI VT N)
t.ɹ.eɪ	'	S1	tray	18	(N)
t.ɹ.ɛ.tʃ.ɚ.ə.s	'__	S3	treacherous	6	(AJ)
t.ɹ.i.k.l̩	'_	S2	treacle	0	(N)
t.ɹ.ɛ.d	'	S1	tread	5	(VT VI N)
t.ɹ.ɛ.d.l̩	'_	S2	treadle	0	(N)
t.ɹ.ɛ.d.m.ɪ.l	'`	S2	treadmill	1	(N)
t.ɹ.i.z.ṇ	'_	S2	treason	6	(N)
t.ɹ.ɛ.ʒ.ɚ	'_	S2	treasure	4	(N VT)
t.ɹ.ɛ.ʒ.ɚ.i	'__	S3	treasury	40	(N)
t.ɹ.i.t	'	S1	treat	26	(VI VT N)
t.ɹ.i.t.ɪ.s	'_	S2	treatise	1	(N)
t.ɹ.i.t.i	'_	S2	treaty	22	(N)
t.ɹ.ɛ.b.l̩	'_	S2	treble	2	(N AJ VT VI)
t.ɹ.ɛ.b.l.i	'_	S2	trebly	0	(AV)
t.ɹ.i	'	S1	tree	61	(N VT)
t.ɹ.i.f.ɔɪ.l	'`	S2	trefoil	0	(N)
t.ɹ.ɛ.k	'	S1	trek	2	(N VI)
t.ɹ.ɛ.l.ə.s	'_	S2	trellis	0	(N VT)
t.ɹ.ɛ.m.b.l̩	'_	S2	tremble	10	(VI N)
t.ɹ.ə.m.ɛ.n.d.ɪ.s	_'_	S3	tremendous	37	(AJ)
t.ɹ.ɛ.m.ə.l.oʊ	'_`	S3	tremolo	0	(N)
t.ɹ.ɛ.m.ɚ	'_	S2	tremor	2	(N)
t.ɹ.ɛ.m.j.ʊ.l.ə.s	'__	S3	tremulous	0	(AJ)
t.ɹ.ɛ.n.tʃ	'	S1	trench	2	(N VT VI)
t.ɹ.ɛ.n.tʃ.ɪ.n.t	'_	S2	trenchant	4	(AJ)
t.ɹ.ɛ.n.d	'	S1	trend	47	(VI N)
t.ɹ.ɪ.p.æ.n	_'	S2	trepan	0	(N VT)
t.ɹ.ɛ.p.ə.d.eɪ.ʃ.ɪ.n	`_'_	S4	trepidation	0	(N)
t.ɹ.ɛ.s.p.ə.s	'_	S2	trespass	0	(N VI)
t.ɹ.ɛ.s	'	S1	tress	0	(N)
t.ɹ.ɛ.s.l̩	'_	S2	trestle	1	(N)
t.ɹ.eɪ	'	S1	trey	0	(N)
t.ɹ.aɪ.æ.d	'`	S2	triad	1	(N)
t.ɹ.aɪ.l̩	'_	S2	trial	135	(N AJ)
t.ɹ.aɪ.æ.ŋ.g.l̩	'`_	S3	triangle	4	(N)
t.ɹ.aɪ.æ.ŋ.g.j.ʊ.l.ɚ	_'__	S4	triangular	5	(AJ)
t.ɹ.aɪ.æ.ŋ.g.j.ʊ.l.eɪ.t	_'_`	S4	triangulate	0	(AJ VT)
t.ɹ.aɪ.b.l̩	'_	S2	tribal	7	(AJ)
t.ɹ.aɪ.b	'	S1	tribe	4	(N)
t.ɹ.aɪ.b.z.m.ə.n	'_	S2	tribesman	0	(N)
t.ɹ.ɪ.b.j.ʊ.l.eɪ.ʃ.ɪ.n	`_'_	S4	tribulation	1	(N)
t.ɹ.aɪ.b.j.u.n.l̩	_'_	S3	tribunal	5	(N)
t.ɹ.ɪ.b.j.u.n	'`	S2	tribune	13	(N)
t.ɹ.ɪ.b.j.u.t.ɛ.ɹ.i	'_`_	S4	tributary	0	(AJ N)
t.ɹ.ɪ.b.j.u.t	'_	S2	tribute	24	(N)
t.ɹ.aɪ.s	'	S1	trice	0	(VT N)
t.ɹ.aɪ.s.ɛ.p.s	'`	S2	triceps	0	(N)
t.ɹ.ɪ.k.aɪ.n.i	_'`	S3	trichinae	0	(N)
